smiles,homo
ON=C1CC(C1)OC=N,-0.2515
ON=C1CC(CC=O)C1,-0.2499
C1C(=NO)CN1CC=O,-0.2369
ON=C1CC(C1)NC=O,-0.2507
ON=C1CC(C1)OC=O,-0.2567
CC#CC1CC(C1)=NO,-0.243
CCCC1CC(C1)=NO,-0.2391
CCCN1CC(=NO)C1,-0.2192
CCOC1CC(C1)=NO,-0.2415
COCC1CC(C1)=NO,-0.2409
OCCC1CC(C1)=NO,-0.2407
C1C(=NO)CN1CCO,-0.2165
C1CC2(C1)CC(=NO)C2,-0.2397
ON=C1CC2(CCO2)C1,-0.2436
C1C(=NO)CC12COC2,-0.2484
CC1CC11CC(C1)=NO,-0.2398
CC1NC11CC(C1)=NO,-0.2415
CC1OC11CC(C1)=NO,-0.2476
ON=C1CC2(CC2O)C1,-0.2393
CC(=NO)C12CC(C1)C2,-0.238
CC(=NO)C12CC(C1)O2,-0.2374
CC(=NO)C12CN(C1)C2,-0.2312
CC12CC(C1)C(C2)=NO,-0.2344
CC12CC(O1)C(C2)=NO,-0.2441
ON=C1CC2(O)CC1C2,-0.2393
CC12CC(=NO)C1(C)N2,-0.2212
CC12CC(=NO)C1(C)O2,-0.2422
CC12CC1(C)C(C2)=NO,-0.2233
CC12CC1(O)C(C2)=NO,-0.227
CC12CC1(O)CC2=NO,-0.2273
ON=C1CC2(O)CC12O,-0.2222
ON=C1CC2CC(C1)O2,-0.2398
ON=C1CC2CC(C2)C1,-0.2365
ON=C1CC23CC(C2)C13,-0.2447
ON=C1CC23CC(O2)C13,-0.2415
ON=C1CC23CN(C2)C13,-0.2185
CC(C#C)C(=NO)C#C,-0.2457
CC(C#N)C(=NO)C#C,-0.2598
CC(C=O)C(=NO)C#C,-0.2467
CN=C(C(=NO)C#C)N,-0.2318
C[NH+]=C(N)C(C=O)=N[O-],-0.1752
CNC(=[NH2+])C(=N[O-])C#N,-0.1954
CNC(=O)C(=NO)C#C,-0.2472
CNC(=[NH2+])C(C=O)=N[O-],-0.1752
CCC(=NO)C(=O)NC,-0.2454
CNC(=[NH2+])C(CO)=N[O-],-0.1661
C[NH+]=C(N)C(CO)=N[O-],-0.1661
CCC(=NO)C(C)C#C,-0.2473
CCC(=NO)C(C)C#N,-0.2636
CCC(=NO)C(C)C=O,-0.2431
CC(CO)C(=NO)C#C,-0.2411
CCC(C)C(=NO)C#C,-0.2393
CCC(O)C(=NO)C#C,-0.2462
COC(C)C(=NO)C#C,-0.2454
C[NH2+]C(C)C(C=O)=N[O-],-0.2345
CC(CO)C(CO)=NO,-0.2542
CCC(=NO)C(C)CO,-0.2411
CCC(=NO)C(C)OC,-0.2401
CCC(=NO)C(O)CO,-0.2491
CCC(C)C(CC)=NO,-0.2384
CCC(C)C(CO)=NO,-0.2522
CCC(O)C(CC)=NO,-0.2459
C[NH2+]C(C)C(CO)=N[O-],-0.1449
C#CC#CC(=NO)C#C,-0.2384
C#CCCC(=NO)C#C,-0.2456
C#CC(=NO)CCC#N,-0.2574
C#CC(=NO)C#CC=O,-0.2565
[O-]N=C(CNC=[NH2+])C#N,-0.2292
ON=C(COC=N)C#C,-0.2541
C#CC(=NO)CCC=O,-0.2501
C#CC(=NO)CNC=O,-0.2479
[O-]N=C(CNC=[NH2+])C=O,-0.2252
CC#CCC(=NO)C#C,-0.2409
NC=[NH+]CC(=N[O-])C#N,-0.2292
NC=[NH+]CC(C=O)=N[O-],-0.2252
CCC#CC(=NO)C#C,-0.2288
C#CC(=NO)C#CCO,-0.2315
CCC#CC(=NO)CC,-0.2241
CCC#CC(=NO)CO,-0.2358
CCC(=NO)C#CCO,-0.2272
CCC(=NO)C#CC#C,-0.2314
CCC(=NO)C#CC#N,-0.2631
CCC(=NO)C#CC=O,-0.2565
CCC(=NO)CC#CC,-0.2427
NC=[NH+]CC(CO)=N[O-],-0.1509
CCC(=NO)CCC#C,-0.2441
CCC(=NO)CCC#N,-0.2582
C#CCCC(=NO)CO,-0.2578
C(CC(=NO)CO)C#N,-0.2708
CCC(=NO)CCC=O,-0.2457
CCC(=NO)CNC=O,-0.247
CCC(COC=N)=NO,-0.2582
CCC(=NO)COC=O,-0.2638
C(CC(=NO)CO)C=O,-0.2552
OCC(CNC=[NH2+])=N[O-],-0.2271
CCCCC(=NO)C#C,-0.2391
CCOCC(=NO)C#C,-0.2402
C[NH2+]CCC(=N[O-])C#N,-0.1196
COCCC(=NO)C#C,-0.2415
C#CC(=NO)CCCO,-0.2402
CC[NH2+]CC(C=O)=N[O-],-0.233
C[NH2+]CCC(C=O)=N[O-],-0.2225
CCC(=NO)CCCO,-0.2397
CCC(=NO)CCOC,-0.2424
CCCCC(=NO)CC,-0.2391
CCCCC(=NO)CO,-0.2536
CC[NH2+]CC(CO)=N[O-],-0.1434
CCC(=NO)COCC,-0.2486
COCCC(=NO)CO,-0.256
C(CC(=NO)CO)CO,-0.2397
CC1(CCC1=NO)C#C,-0.2469
CC1(CCC1=NO)C#N,-0.264
CC1(NCC1=NO)C#C,-0.2379
CC1(NCC1=NO)C#N,-0.2579
CC1(OCC1=NO)C#C,-0.257
CC1(OCC1=NO)C#N,-0.2755
ON=C1CCC1(O)C#C,-0.2518
ON=C1CCC1(O)C#N,-0.272
CC1(CCC1=NO)C=O,-0.2438
CC1(NCC1=NO)C=O,-0.2376
CC1(OCC1=NO)C=O,-0.2479
ON=C1CCC1(O)C=O,-0.2542
CC1(CO)CCC1=NO,-0.2482
CC1(CO)NCC1=NO,-0.2267
CC1(CO)OCC1=NO,-0.2492
CCC1(C)CCC1=NO,-0.2406
CCC1(C)NCC1=NO,-0.2282
CCC1(C)OCC1=NO,-0.2449
CCC1(O)CCC1=NO,-0.2477
COC1(C)CCC1=NO,-0.2438
OCC1(O)CCC1=NO,-0.2524
CC1(CC1)C(=NO)C#C,-0.2376
CC1(CN1)C(=NO)C#C,-0.2387
CC1(CC1)C(=NO)CO,-0.2495
CCC(=NO)C1(CC1)C,-0.2365
CCC(=NO)C1(C)CN1,-0.232
CCC(=NO)C1(C)CO1,-0.248
CCC(=NO)C1(CC1)O,-0.2406
CC(=NO)C(C#C)C#C,-0.2517
CC(=NO)C(C=O)C#C,-0.2505
CC(=NO)C(C=O)C=O,-0.2504
CC(=NO)C(CO)C#C,-0.253
CC(=NO)C(CO)C#N,-0.2686
CCC(C#C)C(C)=NO,-0.2465
CCC(C#N)C(C)=NO,-0.2628
C[NH2+]C(C#C)C(C)=N[O-],-0.2174
CC(=NO)C(CO)C=O,-0.2448
CCC(C=O)C(C)=NO,-0.2424
CNC(C=O)C(C)=NO,-0.2315
CC(=NO)C(CO)CO,-0.2418
CCC(CC)C(=NO)C,-0.2386
CCC(CO)C(C)=NO,-0.2419
CCC(OC)C(C)=NO,-0.2462
COC(CO)C(C)=NO,-0.2484
CC(=NO)C1(CC1)C#C,-0.2332
CC(=NO)C1(CC1)C#N,-0.2529
CC(=NO)C1(CN1)C#C,-0.2377
CC(=NO)C1(CC1)C=O,-0.2419
CC(=NO)C1(CN1)C=O,-0.2506
CC(=NO)C1(CC1)CO,-0.2394
CC(=NO)C1(CO)CN1,-0.2409
CCC1(CC1)C(=NO)C,-0.2354
CCC1(CN1)C(C)=NO,-0.2315
CCC1(CO1)C(C)=NO,-0.2509
CC(=NO)C1(CC1)OC,-0.2365
CC1C(C)C(=NO)C1C,-0.2382
CC1C(C)C(=NO)C1O,-0.2501
CC1C(O)C(=NO)C1O,-0.2597
CC1C(O)C(C)C1=NO,-0.2408
CC1C(O)C(O)C1=NO,-0.2592
CC1N(C)C(C)C1=NO,-0.2051
ON=C1C(O)C(O)C1O,-0.2512
ON=C1COC(=N)C=C1,-0.245
C1CC(=O)C=CC1=NO,-0.2465
C1C(=NO)C=CC(=O)N1,-0.2445
C1C(=NO)C=CC(=O)O1,-0.26
ON=C1CCC(=N)OC1,-0.2544
ON=C1COC(=N)OC1,-0.2583
C1CC(=O)CCC1=NO,-0.242
C1CC(=O)NCC1=NO,-0.2425
C1CC(=O)OCC1=NO,-0.2626
C1C(=NO)CNC(=O)N1,-0.2427
C1C(=NO)COC(=O)N1,-0.2606
C1C(=NO)COC(=O)O1,-0.2772
CC1=CCC(=NO)CC1,-0.2329
CC1=NCC(=NO)CO1,-0.2445
C1C(=NO)COC(=N1)N,-0.2266
CC1CCC(C=C1)=NO,-0.2217
CC1OCC(C=C1)=NO,-0.2307
ON=C1CCC(O)C=C1,-0.227
CC1CCC(CC1)=NO,-0.237
CC1CCC(CO1)=NO,-0.2444
CC1OCC(CO1)=NO,-0.2532
ON=C1CCC(O)CC1,-0.2411
CC12CC(C1O)C2=NO,-0.2348
CC12NC(C1O)C2=NO,-0.238
CC12OC(C1O)C2=NO,-0.2534
CC1C2CC1(C)C2=NO,-0.2318
CC1C2CC1(O)C2=NO,-0.2382
CC1C2NC1(C)C2=NO,-0.2275
CC1C2OC1(C)C2=NO,-0.2415
CN1C2CC1(C)C2=NO,-0.2253
ON=C1C2CC1(O)C2O,-0.2482
CC12CC1C(=NO)C2O,-0.235
CC12NC1C(=NO)C2O,-0.2322
CC12OC1C(=NO)C2O,-0.2458
CC1C(=NO)C2CC12C,-0.2266
CC1C(=NO)C2CC12O,-0.2301
CC1C(=NO)C2NC12C,-0.2259
CC1C(=NO)C2OC12C,-0.2457
ON=C1C2CC2(O)C1O,-0.2322
CC12CC1C(O)C2=NO,-0.2349
CC12NC1C(O)C2=NO,-0.2328
CC12OC1C(O)C2=NO,-0.246
CC1C2CC2(C)C1=NO,-0.2272
CC1C2CC2(O)C1=NO,-0.2225
CC1C2NC2(C)C1=NO,-0.2265
CC1C2OC2(C)C1=NO,-0.2469
CC1N2CC2(C)C1=NO,-0.2269
ON=C1C(O)C2CC12O,-0.2379
CC12CC(C=C1)C2=NO,-0.2313
CC12NC(C=C1)C2=NO,-0.2275
CC12OC(C=C1)C2=NO,-0.2346
ON=C1C2CC1(O)C=C2,-0.2378
CC12CC(CC1)C2=NO,-0.2374
CC12CC(CO1)C2=NO,-0.2417
CC12CC(OC1)C2=NO,-0.2391
CC12CCC(N1)C2=NO,-0.2434
CC12CCC(O1)C2=NO,-0.246
ON=C1C2CC1(O)CC2,-0.2428
ON=C1C2CC1(O)CO2,-0.2438
CC12CC1C(C=C2)=NO,-0.2177
CC12NC1C(C=C2)=NO,-0.2264
CC12OC1C(C=C2)=NO,-0.2386
ON=C1C=CC2(O)CC12,-0.2238
CC12CC1C(CC2)=NO,-0.2255
CC12CC1C(CO2)=NO,-0.23
CC12CCC(=NO)C1N2,-0.2303
CC12CCC(=NO)C1O2,-0.2428
ON=C1CCC2(O)CC12,-0.2283
ON=C1CC(C=C1)C#C,-0.2267
ON=C1CC(C=C1)C#N,-0.2419
C#CC1=CCC(=NO)C1,-0.232
C1C=C(CC1=NO)C#N,-0.2567
C#CC1=CC(=NO)CC1,-0.2165
C1CC(=NO)C=C1C#N,-0.2414
C#CC1=CC(=NO)CN1,-0.1924
C1C(=NO)C=C(N1)C#N,-0.2144
ON=C1CCC(C1)C#C,-0.24
ON=C1CCC(C1)C#N,-0.2526
ON=C1CNC(C1)C#N,-0.2518
ON=C1COC(C1)C#C,-0.2503
ON=C1COC(C1)C#N,-0.265
C1CC(=NO)C=C1C=O,-0.2379
C1C(=NO)C=C(N1)C=O,-0.2042
C1C=C(CC1=NO)C=O,-0.2492
ON=C1CC(C=O)C=C1,-0.2309
C1C(=NO)C=CN1C=O,-0.2133
ON=C1CNC(C1)C=O,-0.232
ON=C1COC(C1)C=O,-0.2484
ON=C1CCC(C1)C=O,-0.2479
C1CN(CC1=NO)C=O,-0.2461
CN=C1CC(=NO)CO1,-0.249
CCC1=CC(=NO)CC1,-0.2105
CCC1=CC(=NO)CN1,-0.1823
CNC1=CC(=NO)CC1,-0.1801
C1CC(=NO)C=C1CO,-0.2096
C1C(=NO)C=C(N1)CO,-0.1883
CCC1=CCC(=NO)C1,-0.2298
C1C=C(CC1=NO)CO,-0.2297
CCC1CC(C=C1)=NO,-0.2175
CCN1CC(=NO)C=C1,-0.1766
COC1CC(C=C1)=NO,-0.2253
OCC1CC(C=C1)=NO,-0.2178
CCC1CC(CO1)=NO,-0.2468
CCC1CCC(C1)=NO,-0.2364
COC1CC(CO1)=NO,-0.2467
COC1CCC(C1)=NO,-0.24
OCC1CC(CO1)=NO,-0.254
OCC1CCC(C1)=NO,-0.2356
C#CC(=NO)CC1CC1,-0.2387
ON=C(CC1CO1)C#C,-0.2414
C#CC(=NO)CN1CC1,-0.23
[O-]N=C(CC1C[NH2+]1)C=O,-0.2313
CCC(=NO)CC1CC1,-0.2386
CCC(CC1CO1)=NO,-0.247
CCC(=NO)CN1CC1,-0.2244
C1CC1CC(=NO)CO,-0.2522
OCC(CC1C[NH2+]1)=N[O-],-0.1261
OCC(CC1CO1)=NO,-0.2574
CC(=NO)C#CC1CC1,-0.2157
CC(=NO)C#CC1CN1,-0.2221
CC(=NO)C#CC1CO1,-0.2316
CC(=NO)CCC1CC1,-0.2373
CC(CCC1CO1)=NO,-0.2409
CC(=NO)CCN1CC1,-0.2347
CC(=NO)COC1CC1,-0.2442
ON=C1C2CC1(C2)C#C,-0.2405
ON=C1C2CC1(C2)C#N,-0.2577
ON=C1C2CC1(N2)C#C,-0.238
ON=C1C2CC1(N2)C#N,-0.2564
ON=C1C2CC1(O2)C#C,-0.251
ON=C1C2CC1(O2)C#N,-0.2703
ON=C1C2CC1(C2)C=O,-0.2445
ON=C1C2CC1(N2)C=O,-0.2463
ON=C1C2CC1(O2)C=O,-0.26
CCC12CC(C1)C2=NO,-0.2332
CCC12CC(N1)C2=NO,-0.2389
CCC12CC(O1)C2=NO,-0.2426
COC12CC(C1)C2=NO,-0.2383
OCC12CC(C1)C2=NO,-0.2426
OCC12CC(N1)C2=NO,-0.2441
OCC12CC(O1)C2=NO,-0.2516
ON=C1CC2(CC12)C#C,-0.2323
ON=C1CC2(CC12)C#N,-0.2545
ON=C1CC2(NC12)C#C,-0.2307
ON=C1CC2(NC12)C#N,-0.2566
ON=C1CC2(OC12)C#C,-0.2495
ON=C1CC2(OC12)C#N,-0.2732
ON=C1CC2(NC12)C=O,-0.248
ON=C1CC2(OC12)C=O,-0.2621
ON=C1CC2(CC12)C=O,-0.2437
CCC12CC(=NO)C1N2,-0.2356
CCC12CC(=NO)C1O2,-0.2456
CCC12CC1C(C2)=NO,-0.2262
COC12CC1C(C2)=NO,-0.232
OCC12CC(=NO)C1N2,-0.2411
OCC12CC(=NO)C1O2,-0.2516
OCC12CC1C(C2)=NO,-0.2324
CC1C(CC11CC1)=NO,-0.2402
CC1C(CC11CN1)=NO,-0.2427
CC1C(CC11CO1)=NO,-0.2482
ON=C1CC2(CC2)C1O,-0.249
ON=C1CC2(CN2)C1O,-0.2473
ON=C1CC2(CO2)C1O,-0.255
CC1CC2(CC2)C1=NO,-0.2286
CC1CC2(CN2)C1=NO,-0.2337
CC1CC2(CO2)C1=NO,-0.2463
CC1NC2(CC2)C1=NO,-0.2162
CC1OC2(CC2)C1=NO,-0.227
ON=C1C(O)CC11CC1,-0.2414
ON=C1C(O)CC11CN1,-0.2404
ON=C1C(O)CC11CO1,-0.2574
C1CC12CC(=NO)C=C2,-0.2102
ON=C1CC2(CN2)C=C1,-0.2187
ON=C1CC2(CO2)C=C1,-0.2274
C1CC2(CC2)CC1=NO,-0.2372
ON=C1CCC2(CO2)C1,-0.2419
C1CC12CC(=NO)CO2,-0.2406
CC1(C)C2CC2C1=NO,-0.2308
CC1(C)C2NC2C1=NO,-0.2309
CC1(C)C2OC2C1=NO,-0.249
CC1(C)N2CC2C1=NO,-0.2321
CC1(O)C2CC2C1=NO,-0.236
CC1(O)C2NC2C1=NO,-0.2361
CC1(O)C2OC2C1=NO,-0.2541
CC1C(CC1=NO)C#C,-0.2464
CC1C(CC1=NO)C#N,-0.2605
ON=C1CC(C#C)C1O,-0.2518
ON=C1CC(C#N)C1O,-0.2673
CC1C(CC1=NO)C=O,-0.2504
CC1N(CC1=NO)C=O,-0.2496
ON=C1CC(C=O)C1O,-0.249
CC1CC(C#C)C1=NO,-0.2463
CC1CC(C#N)C1=NO,-0.2637
CC1NC(C#C)C1=NO,-0.2392
CC1NC(C#N)C1=NO,-0.2582
CC1OC(C#C)C1=NO,-0.2557
CC1OC(C#N)C1=NO,-0.2755
ON=C1C(O)CC1C#C,-0.2545
ON=C1C(O)CC1C#N,-0.2747
CC1CC(C=O)C1=NO,-0.245
CC1NC(C=O)C1=NO,-0.2385
CC1OC(C=O)C1=NO,-0.2477
ON=C1C(O)CC1C=O,-0.2502
CC1C(CO)CC1=NO,-0.239
CCC1CC(=NO)C1C,-0.2385
CCC1CC(=NO)C1O,-0.2465
CCN1CC(=NO)C1C,-0.2191
COC1CC(=NO)C1C,-0.2413
COC1CC(=NO)C1O,-0.2455
OCC1CC(=NO)C1O,-0.2488
CC1CC(CO)C1=NO,-0.2477
CC1NC(CO)C1=NO,-0.2391
CC1OC(CO)C1=NO,-0.2489
CCC1CC(C)C1=NO,-0.241
CCC1CC(O)C1=NO,-0.2492
CCC1NC(C)C1=NO,-0.2283
CCC1OC(C)C1=NO,-0.2442
COC1CC(C)C1=NO,-0.2407
COC1CC(O)C1=NO,-0.2467
OCC1CC(O)C1=NO,-0.2528
ON=C1CN=CNC1=N,-0.2427
C1C=CCC(=O)C1=NO,-0.2384
C1C=CNC(=O)C1=NO,-0.2217
C1C(=NO)C(=O)NC=N1,-0.2546
ON=C1C=CCOC1=N,-0.2331
C1CC(=O)C(=NO)C=C1,-0.2386
C1CC(=NO)C(=O)C=C1,-0.2335
C1C(=NO)C(=O)C=CN1,-0.2197
C1C=CC(=NO)C(=O)N1,-0.2382
C1C=CC(=NO)C(=O)O1,-0.2426
ON=C1CCCOC1=N,-0.2465
ON=C1COCOC1=N,-0.2565
C1CCC(=O)C(=NO)C1,-0.2347
C1CC(=NO)C(=O)NC1,-0.2332
C1CC(=NO)C(=O)OC1,-0.2521
C1CNCC(=NO)C1=O,-0.2347
C1CNCC(=O)C1=NO,-0.2273
C1COCC(=NO)C1=O,-0.2422
C1COCC(=O)C1=NO,-0.2339
C1C(=NO)C(=O)OCO1,-0.2626
CC1=CCCCC1=NO,-0.2187
CC1=CCOCC1=NO,-0.2259
CC1=CNCCC1=NO,-0.1831
C1CC(=NO)C(=NC1)N,-0.2193
CC1C=CCCC1=NO,-0.2381
CC1N=COCC1=NO,-0.2486
ON=C1CCC=CC1O,-0.2454
CC1CC=CCC1=NO,-0.2392
CC1OC=NCC1=NO,-0.249
ON=C1CC=CCC1O,-0.24
CC1CCC=CC1=NO,-0.2217
CC1CNC=CC1=NO,-0.1882
CC1OCC=CC1=NO,-0.2298
ON=C1C=CCCC1O,-0.2339
ON=C1C=CNCC1O,-0.1976
CC1CCCCC1=NO,-0.2374
CC1CCOCC1=NO,-0.2441
CC1COCCC1=NO,-0.2374
CC1OCCCC1=NO,-0.2442
CC1OCOCC1=NO,-0.2533
ON=C1CCCCC1O,-0.2467
ON=C1COCCC1O,-0.252
ON=C1CCOCC1O,-0.243
C1CC=CC(=NO)C=C1,-0.2154
C1C=CC(=NO)C=CN1,-0.1895
C1C=CC=CCC1=NO,-0.2164
C1C=CCC(=NO)C=C1,-0.2227
C1CC(=NO)C=CC=C1,-0.2128
C1CC(=NO)CCC=C1,-0.2334
C1CN=COCC1=NO,-0.2433
C1CC=CCC(=NO)C1,-0.2331
C1COC=NCC1=NO,-0.2404
C1C=CCOCC1=NO,-0.2398
C1CCC(=NO)C=CC1,-0.2241
C1CC(=NO)C=CNC1,-0.1842
C1COCC=CC1=NO,-0.2273
C1COCC(=NO)C=C1,-0.2312
C1CCCC(=NO)CC1,-0.2364
C1CCOCC(=NO)C1,-0.2443
C1CC(=NO)CCOC1,-0.2405
C1COCOCC1=NO,-0.2468
C1COCC(=NO)CO1,-0.2479
CC1=C(C(=NO)CC1)C,-0.2064
CC1=C(C)C(CN1)=NO,-0.1793
CC1=C(CCC1=NO)N,-0.1812
CC1=CCC(=O)C1=NO,-0.2331
CC1=CCC(=NO)C1=O,-0.2311
CC1=CNC(=N)C1=NO,-0.195
CC1=CNC(=O)C1=NO,-0.2088
C1C(=O)C(=NO)C(=N1)N,-0.2314
C1C(=NO)C(=O)C(=N1)N,-0.2354
CC1C(=O)C=CC1=NO,-0.2469
ON=C1C=CC(=O)C1O,-0.2524
CC1=CCC(=NO)C1O,-0.2426
CC1C(C)=CCC1=NO,-0.2301
NC1=NCC(=NO)C1O,-0.2339
CC1C(=N)OCC1=NO,-0.2607
CC1C(=O)CCC1=NO,-0.2403
CC1C(=O)NCC1=NO,-0.2471
CC1C(=O)OCC1=NO,-0.2652
ON=C1COC(=N)C1O,-0.2653
ON=C1CCC(=O)C1O,-0.2557
ON=C1CNC(=O)C1O,-0.2546
ON=C1COC(=O)C1O,-0.2699
CC1C=CC(=O)C1=NO,-0.2321
CC1C=CC(=NO)C1=O,-0.242
CN1C=CC(=NO)C1=N,-0.197
CN1C=CC(=NO)C1=O,-0.2136
ON=C1C(O)C=CC1=O,-0.2365
ON=C1C=CC(O)C1=O,-0.2504
CC1C(O)C=CC1=NO,-0.2315
CC1C=CC(=NO)C1C,-0.2176
CC1C=CC(=NO)C1O,-0.2293
CC1N(C)C=CC1=NO,-0.1807
ON=C1C=CC(O)C1O,-0.2382
CC1C=CC(C)C1=NO,-0.2353
CC1C=CC(O)C1=NO,-0.2458
ON=C1C(O)C=CC1O,-0.2524
CC1=CCC(O)C1=NO,-0.224
CC1CC=C(C)C1=NO,-0.2138
CC1CN=C(N)C1=NO,-0.2199
CC1NC=C(C)C1=NO,-0.1816
NC1=NCC(O)C1=NO,-0.2261
CC1CCC(=O)C1=NO,-0.2306
CC1CCC(=NO)C1=O,-0.2304
CC1CNC(=O)C1=NO,-0.234
CC1COC(=N)C1=NO,-0.2509
CC1COC(=O)C1=NO,-0.2563
CC1NCC(=O)C1=NO,-0.2192
CC1NCC(=NO)C1=O,-0.2184
CC1OCC(=O)C1=NO,-0.2389
CC1OCC(=NO)C1=O,-0.2377
CN1CCC(=NO)C1=O,-0.2346
ON=C1C(O)CCC1=O,-0.2413
ON=C1CCC(O)C1=O,-0.2455
ON=C1C(O)CNC1=N,-0.2362
ON=C1C(O)CNC1=O,-0.2394
ON=C1C(O)COC1=N,-0.2577
ON=C1C(O)COC1=O,-0.2614
CC1C(O)CCC1=NO,-0.2393
CC1CCC(=NO)C1C,-0.2367
CC1CCC(=NO)C1O,-0.2478
CC1OCC(=NO)C1C,-0.2458
CC1OCC(=NO)C1O,-0.2566
ON=C1CCC(O)C1O,-0.2529
CC1CCC(C)C1=NO,-0.2381
CC1CCC(O)C1=NO,-0.2488
CC1COC(C)C1=NO,-0.2475
CC1OCC(O)C1=NO,-0.2553
ON=C1C(O)CCC1O,-0.2562
CC12CCC1CC2=NO,-0.2374
CC12CCN1CC2=NO,-0.2211
CC12COC1CC2=NO,-0.244
CC12OCC1CC2=NO,-0.2422
ON=C1CC2CCC12O,-0.2375
ON=C1CC2OCC12O,-0.2452
CC12C(O)C1CC2=NO,-0.2259
CC1C2CC(=NO)C12C,-0.2256
CC1C2CC(=NO)C12O,-0.2292
CC1N2CC(=NO)C12C,-0.2243
CN1C2CC(=NO)C12C,-0.2309
ON=C1CC2C(O)C12O,-0.2215
CC12CC1C=CC2=NO,-0.2178
CC12CN1C=CC2=NO,-0.2119
CC12NC1C=CC2=NO,-0.2268
CC12OC1C=CC2=NO,-0.2392
ON=C1C=CC2CC12O,-0.2272
CC12CC1CCC2=NO,-0.2269
CC12CC1OCC2=NO,-0.2305
CC12NC1CCC2=NO,-0.2287
CC12OC1CCC2=NO,-0.2439
ON=C1CCC2CC12O,-0.2233
ON=C1COC2CC12O,-0.2344
ON=C1CCC1CC#C,-0.2424
ON=C1CCC1CC#N,-0.2551
ON=C1CNC1CC#C,-0.2337
ON=C1CNC1CC#N,-0.2487
ON=C1COC1CC#C,-0.2501
ON=C1COC1CC#N,-0.2681
ON=C1CCC1OC=N,-0.2567
ON=C1CCC1CC=O,-0.2437
ON=C1CNC1CC=O,-0.2378
ON=C1COC1CC=O,-0.2499
ON=C1CCC1NC=O,-0.2467
ON=C1CCC1OC=O,-0.263
CC#CC1CCC1=NO,-0.239
CC#CC1NCC1=NO,-0.2346
CC#CC1OCC1=NO,-0.252
CCCC1CCC1=NO,-0.2408
CCCC1NCC1=NO,-0.2288
CCCC1OCC1=NO,-0.2461
CCOC1CCC1=NO,-0.2435
COCC1CCC1=NO,-0.2389
COCC1NCC1=NO,-0.2268
COCC1OCC1=NO,-0.249
OCCC1CCC1=NO,-0.2454
OCCC1NCC1=NO,-0.2327
OCCC1OCC1=NO,-0.2491
C#CC(=NO)C1CCC1,-0.2366
ON=C(C#C)C1CCO1,-0.2452
C#CC(=NO)C1COC1,-0.2455
[O-]N=C(C#N)C1CC[NH2+]1,-0.2335
[O-]N=C(C#N)C1C[NH2+]C1,-0.2352
[O-]N=C(C=O)C1CC[NH2+]1,-0.2146
[O-]N=C(C=O)C1C[NH2+]C1,-0.1474
CCC(=NO)C1CCC1,-0.2356
CCC(=NO)C1CCO1,-0.2402
CCC(=NO)C1COC1,-0.243
C1CC(C1)C(=NO)CO,-0.2512
OCC(=N[O-])C1CC[NH2+]1,-0.2209
OCC(=N[O-])C1C[NH2+]C1,-0.1253
CC(=O)C1CCC1=NO,-0.2388
CC(=NO)C1CCC1=O,-0.2309
CC(=NO)C1CNC1=O,-0.2364
CC(=NO)C1COC1=N,-0.2493
CC(=NO)C1COC1=O,-0.2524
CC(=O)C1NCC1=NO,-0.2312
CC(=NO)C1NCC1=O,-0.2431
CC(=O)C1OCC1=NO,-0.2409
NC(=O)C1CCC1=NO,-0.2398
NC(=O)C1NCC1=NO,-0.2286
NC(=O)C1OCC1=NO,-0.242
CC(C)C1CCC1=NO,-0.2409
CC(C)C1NCC1=NO,-0.2295
CC(C)C1OCC1=NO,-0.2463
CC(O)C1CCC1=NO,-0.2494
CC(O)C1NCC1=NO,-0.231
CC(O)C1OCC1=NO,-0.2491
CC(=NO)C1CCC1O,-0.2413
CC(=NO)C1NCC1O,-0.2372
CC(=NO)C1OCC1O,-0.253
CC1CCC1C(C)=NO,-0.236
CC1COC1C(C)=NO,-0.2407
CC1OCC1C(C)=NO,-0.2412
CC1CC1C(=NO)C#C,-0.2327
CC1NC1C(=NO)C#C,-0.2319
CN1CC1C(=NO)C#C,-0.2285
ON=C(C#C)C1CC1O,-0.2346
CC1CC1C(CO)=NO,-0.2394
CCC(=NO)C1CC1C,-0.2317
CCC(=NO)C1CC1O,-0.2346
CCC(=NO)C1CN1C,-0.2241
CCC(=NO)C1NC1C,-0.2421
CCC(=NO)C1OC1C,-0.244
CC(=NO)C1CC1C#C,-0.2321
CC(=NO)C1CC1C#N,-0.2515
CC(=NO)C1NC1C#C,-0.2334
CC(=NO)C1NC1C#N,-0.2506
CC(=NO)C1CC1C=O,-0.2393
CC(=NO)C1CN1C=O,-0.251
CC(=NO)C1NC1C=O,-0.2434
CC(=NO)C1CC1CO,-0.2371
CC(=NO)C1NC1CO,-0.2451
CC(=NO)C1OC1CO,-0.2471
CCC1CC1C(C)=NO,-0.2338
CCC1NC1C(C)=NO,-0.2301
CCC1OC1C(C)=NO,-0.24
CCN1CC1C(C)=NO,-0.2249
COC1CC1C(C)=NO,-0.2197
CC(=NO)C1=CCCC1,-0.2161
CC(=NO)C1=CCOC1,-0.2234
CC(=NO)C1=NCCN1,-0.2152
CC(=NO)C1=NCCO1,-0.2379
CC(=NO)C1CC=CC1,-0.2349
CC(=NO)C1CN=CO1,-0.2502
CC(=NO)C1CCC=C1,-0.2392
